title,price,furnishing,bathrooms,tenant preferred,floor,status,carpet area
2 BHK House for Rent in Kangarappady Kochi,"20,000",Semi-Furnished,3,Family,,Immediately,
4 BHK House for Rent in Edappally Kochi,"55,000",Furnished,4,Bachelors,,Immediately,2300 sqft
"1 BHK Apartment for Rent in Earthspace Transit, earthspace apartment Kochi","15,000",Furnished,1,Bachelors/Family,4 out of 8,Immediately,750 sqft
2 BHK House for Rent in Cheranalloor Kochi,"26,000",Furnished,2,Bachelors/Family,,Immediately,600 sqft
2 BHK Builder Floor for Rent in Aerambakkal Kochi,"12,000",Semi-Furnished,1,Bachelors/Family,2 out of 2,Immediately,900 sqft
2 BHK House for Rent in Vyttila Kochi,"15,000",Semi-Furnished,2,Bachelors/Family,1 out of 2,Immediately,
3 BHK House for Rent in near KSRTC bus stand Kochi,"23,000",Semi-Furnished,3,Bachelors/Family,,Immediately,1500 sqft
1 BHK House for Rent in Kakkanad Kochi,"15,000",Unfurnished,2,Bachelors/Family,1 out of 1,Immediately,650 sqft
1 BHK Apartment for Rent in Pallimukku Kochi,"15,000",Furnished,1,Bachelors/Family,2 out of 2,Immediately,750 sqft
3 BHK Villa for Rent in Thrippunithura Kochi,"16,000",Semi-Furnished,4,Bachelors/Family,,From Feb '25,
3 BHK Apartment for Rent in Edappally Kochi,"30,000",Furnished,3,Bachelors/Family,11 out of 23,Immediately,
3 BHK House for Rent in Kakkanad Ambadimoola Kochi,"20,000",Semi-Furnished,3,Bachelors,,Immediately,1515 sqft
3 BHK House for Rent in Thrippunithura Kochi,"17,000",Unfurnished,3,Bachelors/Family,2 out of 2,Immediately,1150 sqft
3 BHK Villa for Rent in Nedumbassery Kochi,"25,000",Furnished,4,Bachelors/Family,,Immediately,
3 BHK House for Rent in Vyttila Kochi,"22,000",Semi-Furnished,4,Bachelors/Family,,Immediately,
"3 BHK Apartment for Rent in Edappally, Kochi Kochi","20,000",,,Bachelors/Family,,Immediately,
"3 BHK Apartment for Rent in Relcon Retreat, Edappally Kochi","21,500",Semi-Furnished,3,Bachelors/Family,1 out of 5,From Feb '25,
4 BHK House for Rent in Kakkanad Kochi,"40,000",Furnished,4,Family,,Immediately,2800 sqft
2 BHK Apartment for Rent in Elamakkara Kochi,"20,000",Semi-Furnished,2,Bachelors/Family,8 out of 10,Immediately,
1 BHK Apartment for Rent in Edappally Kochi,"18,000",Furnished,1,Bachelors,1 out of 3,Immediately,750 sqft
"3 BHK Apartment for Rent in Skyline Imperial Gardens , Palarivattom Kochi","38,000",Semi-Furnished,3,Bachelors/Family,12 out of 27,Immediately,1000 sqft
"2 BHK Apartment for Rent in Kalpaka Vrindavan Ponekara, Edappally Kochi","28,000",Semi-Furnished,2,Bachelors,2 out of 6,Immediately,700 sqft
2 BHK House for Rent in Panayappilly Kochi,"15,000",Semi-Furnished,2,Family,,Immediately,1100 sqft
3 BHK Villa for Rent in Angamali Kochi,"22,000",Semi-Furnished,3,Bachelors/Family,,Immediately,
2 BHK House for Rent in Pachalam Kochi,"20,000",Semi-Furnished,2,Bachelors/Family,Ground out of 3,Immediately,
2 BHK House for Rent in Kalamassery Kochi,"14,000",Unfurnished,2,Bachelors/Family,1 out of 3,Immediately,
1 BHK Apartment for Rent in Angamaly Kochi,"9,500",Furnished,1,Bachelors/Family,1 out of 3,Immediately,200 sqft
"3 BHK Apartment for Rent in DD Platinum Planet, Kathrikadavu Kochi","27,000",Semi-Furnished,4,Bachelors,9 out of 16,Immediately,1455 sqft
3 BHK Villa for Rent in Thrikkakara Kochi,"30,000",Semi-Furnished,3,Bachelors/Family,,Immediately,
2 BHK Apartment for Rent in Thrikkakara Kochi,"35,000",Semi-Furnished,2,Bachelors/Family,2 out of 17,Immediately,
6 BHK House for Rent in Kaloor Kochi,"70,000",Semi-Furnished,6,Family,Ground out of 2,Immediately,
2 BHK House for Rent in Vazhakkala Kochi,"25,000",Unfurnished,2,Bachelors,1 out of 1,Immediately,1200 sqft
2 BHK Apartment for Rent in Kakkanad Kochi,"34,000",Furnished,2,Bachelors,23 out of 23,Immediately,1400 sqft
"3 BHK Apartment for Rent in Puravankara Purva Eternity, Athani Kochi","32,000",Furnished,3,Family,12 out of 20,Immediately,971 sqft
3 BHK Apartment for Rent in Kakkanad Kochi,"26,000",Semi-Furnished,3,Family,3 out of 22,Immediately,1600 sqft
"1 BHK Apartment for Rent in Aban Apartments, Kakkanad Kochi","11,600",Semi-Furnished,1,Bachelors/Family,1 out of 3,Immediately,
2 BHK House for Rent in Chilavannoor Kochi,"14,000",Semi-Furnished,2,Bachelors/Family,,Immediately,1100 sqft
"3 BHK Apartment for Rent in Heera Life Style, Thrippunithura Kochi","25,000",Semi-Furnished,4,Bachelors/Family,19 out of 21,Immediately,
6 BHK House for Rent in Edappally Kochi,"40,000",Semi-Furnished,5,Bachelors/Family,,Immediately,2300 sqft
3 BHK House for Rent in Tripunithura Kochi,"25,000",Semi-Furnished,4,Bachelors/Family,Ground out of 2,Immediately,
2 BHK Apartment for Rent in Karikkamuri Kochi,"22,000",Unfurnished,2,Bachelors/Family,1 out of 1,Immediately,1000 sqft
"2 BHK Apartment for Rent in Sowparnika Atrium, Edappally Kochi","38,000",Semi-Furnished,2,Bachelors/Family,1 out of 9,Immediately,
2 BHK Villa for Rent in Kochi,"25,000",Furnished,2,Bachelors/Family,,Immediately,
"3 BHK Apartment for Rent in Hoysala D'zire Apartments, Kochi","20,000",Semi-Furnished,3,Bachelors/Family,1 out of 11,Immediately,
3 BHK Apartment for Rent in Thevara Kochi,"20,000",Furnished,3,Bachelors,10 out of 14,Immediately,1400 sqft
2 BHK House for Rent in Edappally Kochi,"10,000",Semi-Furnished,2,Bachelors/Family,1 out of 2,Immediately,
1 BHK Builder Floor for Rent in Marine Drive Kochi,"10,000",Unfurnished,1,Bachelors/Family,1 out of 1,Immediately,
Studio Apartment for Rent in Nedumbassery Kochi,"8,000",Furnished,1,Bachelors/Family,1 out of 3,Immediately,
"3 BHK House for Rent in Aluva, Kochi, Choondy, Kairali Nagar Kochi","12,500",,,Bachelors/Family,,Immediately,
3 BHK House for Rent in Vennala Kochi,"20,000",Semi-Furnished,3,Bachelors/Family,Ground out of 2,Immediately,
2 BHK House for Rent in Kacherippady Kochi,"17,000",Unfurnished,2,Bachelors/Family,1 out of 3,Immediately,
2 BHK House for Rent in Thoppumpady Kochi,"17,500",Furnished,2,Family,,Immediately,1000 sqft
2 BHK House for Rent in Thoppumpady Kochi,"15,000",Furnished,2,Bachelors/Family,1 out of 2,Immediately,
"3 BHK Apartment for Rent in Padamugal, Kochi Kochi","20,000",Semi-Furnished,2,Bachelors/Family,3 out of 6,Immediately,
3 BHK Apartment for Rent in Palarivattom Kochi,"28,000",Unfurnished,3,Bachelors/Family,4 out of 11,Immediately,1450 sqft
"1 BHK Builder Floor for Rent in Raj Imperial Park, Aluva, Kochi Kochi","13,000",Semi-Furnished,1,Bachelors/Family,1 out of 2,Immediately,
4 BHK Villa for Rent in Kalamassery Kochi,"40,000",Unfurnished,5,Bachelors/Family,,Immediately,3200 sqft
"3 BHK Apartment for Rent in Galaxy Domain, Kakkanad Kochi","30,000",,,Bachelors/Family,,Immediately,
3 BHK Villa for Rent in Aluva Kochi,"18,000",Semi-Furnished,3,Family,,Immediately,1800 sqft
2 BHK House for Rent in Elamakkara Kochi,"6,500",Furnished,2,Bachelors/Family,1 out of 1,Immediately,850 sqft
"4 BHK Apartment for Rent in My Home Periyar Homes, Aluva Kochi","22,000",Semi-Furnished,5,Bachelors,8 out of 10,Immediately,
2 BHK Apartment for Rent in Asha Hermitage Tripunithura Kochi,"17,500",Semi-Furnished,2,Bachelors/Family,6 out of 6,Immediately,
2 BHK House for Rent in pukkattupady Kochi,"10,000",Semi-Furnished,2,Bachelors/Family,6 out of 16,Immediately,1000 sqft
3 BHK House for Rent in Varapuzha Kochi,"18,000",Unfurnished,3,Bachelors/Family,1 out of 2,Immediately,
"3 BHK Apartment for Rent in Independent House With 2 plus Parking, Edappally Kochi","12,000",Unfurnished,3,Family,1 out of 3,Immediately,1200 sqft
1 BHK Apartment for Rent in Kakkanad Kochi,"35,000",Furnished,1,Bachelors/Family,3 out of 3,Immediately,750 sqft
1 BHK House for Rent in Gandhinagar Kochi,"8,000",Unfurnished,1,Bachelors/Family,,Immediately,300 sqft
"4 BHK Apartment for Rent in Platinum Heights, Kakkanad Kochi","28,500",Unfurnished,4,Bachelors,9 out of 10,Immediately,2200 sqft
"4 BHK Villa for Rent in Nucleus Riva, Edappally Kochi","35,000",Semi-Furnished,4,Bachelors,,Immediately,1800 sqft
"2 BHK Apartment for Rent in Dream Flower Ibiza, Kaloor Kochi","23,000",Semi-Furnished,2,Bachelors/Family,1 out of 4,Immediately,1200 sqft
3 BHK Apartment for Rent in Panampily Nagar Kochi,"40,000",Furnished,3,Bachelors/Family,4 out of 12,Immediately,
2 BHK Apartment for Rent in Dream flower estella 2 Kochi,"17,000",Unfurnished,2,Bachelors/Family,1 out of 6,Immediately,950 sqft
2 BHK House for Rent in Lakeshore homestay Kochi,"25,000",Furnished,2,Bachelors/Family,Ground out of 1,Immediately,
3 BHK Apartment for Rent in Kadavanthra Kochi,"20,000",Unfurnished,4,Bachelors/Family,5 out of 14,Immediately,1500 sqft
4 BHK Villa for Rent in Kundanoor Kochi,"50,000",Furnished,4,Bachelors/Family,,Immediately,
4 BHK House for Rent in tripunithura Kochi,"35,000",Semi-Furnished,4,Bachelors/Family,,Immediately,
3 BHK Apartment for Rent in Tranquil Residency Kochi,"25,000",Unfurnished,4,Bachelors,9 out of 11,Immediately,1800 sqft
"5 BHK Apartment for Rent in Marina One, Marine Drive Kochi","90,000",Unfurnished,4,Bachelors,11 out of 27,Immediately,
"3 BHK Apartment for Rent in Shwas Aquacity, Aluva Kochi","35,000",Furnished,4,Bachelors/Family,,Immediately,1700 sqft
3 BHK Builder Floor for Rent in Vazhakkala Kochi,"12,000",Semi-Furnished,3,Bachelors/Family,3 out of 3,Immediately,
"3 BHK Apartment for Rent in Puravankara Purva Grandbay, Marine Drive Kochi","38,000",Unfurnished,3,Bachelors,4 out of 13,Immediately,
2 BHK Builder Floor for Rent in Kalamassery Kochi,"14,500",Semi-Furnished,2,Bachelors/Family,Ground out of 4,Immediately,
"3 BHK Apartment for Rent in Maison Dor, Panampily Nagar Kochi","52,000",Furnished,4,Bachelors/Family,13 out of 17,Immediately,2100 sqft
"2 BHK House for Rent in Koovapadam, Kochi Kochi","10,000",Furnished,3,Bachelors/Family,3 out of 3,Immediately,
2 BHK Builder Floor for Rent in Kaloor Kochi,"12,000",Unfurnished,2,Bachelors/Family,1 out of 1,Immediately,
3 BHK Service Apartment for Rent in Kakkanad Kochi,"19,500",,3,Bachelors/Family,17 out of 18,Immediately,
1 BHK House for Rent in Elamakkara Kochi,"6,500",Semi-Furnished,1,Bachelors/Family,,Immediately,68 sqft
3 BHK Apartment for Rent in Pachalam Kochi,"30,000",Furnished,2,Bachelors/Family,Ground out of 2,Immediately,1200 sqft
2 BHK Builder Floor for Rent in Kaloor Kochi,"18,000",Semi-Furnished,2,Bachelors/Family,3 out of 6,Immediately,
"3 BHK Apartment for Rent in Puravankara Purva Grandbay, Marine Drive Kochi","50,000",Furnished,3,Bachelors/Family,5 out of 5,Immediately,
4 BHK Villa for Rent in vennala palarivatom Kochi,"20,000",Semi-Furnished,3,Bachelors/Family,,Immediately,1800 sqft
"3 BHK Villa for Rent in Sophia Homes, Perumbavoor Kochi","15,000",Semi-Furnished,3,Bachelors/Family,,Immediately,1375 sqft
3 BHK Apartment for Rent in Kakkanad Kochi,"30,000",Semi-Furnished,4,Bachelors/Family,9 out of 20,Immediately,
Studio Apartment for Rent in South Kalamassery Kochi,"4,500",Semi-Furnished,,Bachelors/Family,1 out of 2,Immediately,
3 BHK Apartment for Rent in Kakkanad Kochi,"26,000",Furnished,3,Bachelors/Family,Ground out of 18,Immediately,
2 BHK House for Rent in Angamali Kochi,"20,000",Furnished,3,Bachelors/Family,Ground out of 3,Immediately,
1 BHK Apartment for Rent in Kodungallur Kochi,"12,000",Furnished,1,Bachelors/Family,1 out of 1,Immediately,1200 sqft
3 BHK Villa for Rent in Desom Kochi,"14,000",Furnished,3,Bachelors/Family,,Immediately,
4 BHK Villa for Rent in Elamakkara Kochi,1.25 Cr,Furnished,3,Bachelors/Family,,Immediately,
2 BHK House for Rent in Fort Cochin Kochi,17 Lac,Semi-Furnished,2,Bachelors,1 out of 1,Immediately,1200 sqft
3 BHK Apartment for Rent in Edappally Kochi,"20,000",Semi-Furnished,3,Bachelors/Family,9 out of 11,Immediately,
2 BHK Apartment for Rent in Ayyappankavu Kochi,"25,000",,,Bachelors/Family,,Immediately,
2 BHK House for Rent in Thrippunithura Kochi,"12,000",Semi-Furnished,2,Bachelors/Family,,Immediately,
1 BHK Apartment for Rent in Irumpanam Kochi,"9,000",Furnished,1,Bachelors/Family,Ground out of 4,Immediately,
1 BHK House for Rent in Vyttila Kochi,"6,000",Furnished,1,Bachelors/Family,,Immediately,
3 BHK House for Rent in Angamali Kochi,"24,000",Semi-Furnished,3,Bachelors/Family,Ground out of 2,Immediately,1800 sqft
1 BHK House for Rent in Edappally Kochi,"8,000",Semi-Furnished,1,Bachelors/Family,,Immediately,
2 BHK House for Rent in Kakkanad Kochi,"16,500",Unfurnished,2,Bachelors,,Immediately,1500 sqft
1 BHK House for Rent in PBK Myna Road Kochi,"14,500",Semi-Furnished,1,Bachelors/Family,,Immediately,1100 sqft
2 BHK Apartment for Rent in Souparnika Atrium Kochi,"25,000",Semi-Furnished,2,Bachelors,9 out of 10,Immediately,750 sqft
3 BHK House for Rent in Vyttila Kochi,"24,000",Semi-Furnished,2,Bachelors/Family,Ground out of 1,Immediately,
3 BHK Apartment for Rent in Menaka-MARINE DRIVE Kochi,"25,000",Semi-Furnished,2,Bachelors/Family,3 out of 12,Immediately,1500 sqft
1 BHK House for Rent in Chottanikkara Kochi,"30,000",Furnished,1,Bachelors/Family,,Immediately,650 sqft
3 BHK Apartment for Rent in Mahatma Gandhi Road Kochi,"10,000",Semi-Furnished,3,Bachelors/Family,,Immediately,
2 BHK Builder Floor for Rent in Fort Cochin Kochi,"6,500",Furnished,2,Bachelors/Family,Ground out of 3,Immediately,
4 BHK Villa for Rent in Angamali Kochi,"25,000",Furnished,5,Bachelors/Family,,Immediately,
3 BHK House for Rent in Piravom Kochi,"20,000",Furnished,4,Bachelors/Family,,Immediately,
3 BHK Villa for Rent in Edappally Kochi,"18,000",Unfurnished,3,Bachelors/Family,,Immediately,
1 BHK Apartment for Rent in Jose Junction Kochi,"15,000",Semi-Furnished,1,Bachelors/Family,2 out of 2,Immediately,750 sqft
2 BHK Builder Floor for Rent in Thoppumpady Kochi,"10,000",Unfurnished,2,Family,,Immediately,
3 BHK House for Rent in Kakkanad Kochi,"15,000",Unfurnished,2,Bachelors/Family,,Immediately,1100 sqft
3 BHK House for Rent in Kakkanad Kochi,"15,000",Unfurnished,2,Bachelors/Family,,Immediately,
3 BHK Apartment for Rent in Panampily Nagar Kochi,"40,000",Furnished,3,Bachelors/Family,4 out of 11,Immediately,1600 sqft
1 BHK Apartment for Rent in Kaloor Kochi,"7,500",Semi-Furnished,1,Bachelors/Family,1 out of 2,Immediately,550 sqft
3 BHK House for Rent in Palluruthy Kochi,"16,000",Semi-Furnished,3,Bachelors/Family,,Immediately,1080 sqft
3 BHK Apartment for Rent in Thrikkakara Kochi,"25,000",Semi-Furnished,3,Bachelors/Family,9 out of 11,Immediately,
3 BHK House for Rent in Palarivattom Kochi,"20,000",Semi-Furnished,3,Bachelors,1 out of 2,Immediately,1000 sqft
3 BHK Apartment for Rent in Kadavanthra Kochi,"25,000",Furnished,2,Bachelors/Family,Ground out of 3,Immediately,
3 BHK House for Rent in Thrikkakara Kochi,"23,000",Unfurnished,3,Bachelors,Ground out of 2,Immediately,
3 BHK House for Rent in Vyttila Kochi,"40,000",Semi-Furnished,3,Bachelors/Family,1 out of 1,Immediately,
4 BHK Villa for Rent in Aluva Kochi,"25,000",Semi-Furnished,5,Bachelors/Family,,Immediately,2800 sqft
"3 BHK Apartment for Rent in ABAD Bluechip, Kakkanad Kochi","40,000",Unfurnished,2,Bachelors/Family,6 out of 17,Immediately,1525 sqft
"3 BHK Apartment for Rent in Express Estate, Kaloor Kochi","40,000",Furnished,3,Family,16 out of 17,Immediately,
"2 BHK Apartment for Rent in AWHO silver sand island, Vyttila Kochi","21,500",Semi-Furnished,2,Bachelors/Family,5 out of 14,Immediately,
3 BHK Apartment for Rent in Palarivattom Kochi,"25,000",Unfurnished,3,Bachelors,6 out of 10,Immediately,
1 BHK Apartment for Rent in Kakkanad Kochi,"14,500",Semi-Furnished,1,Bachelors/Family,1 out of 3,Immediately,
2 BHK House for Rent in Kakkanad Kochi,"3,000",Semi-Furnished,2,Bachelors/Family,,Immediately,1000 sqft
2 BHK Builder Floor for Rent in Kalamasery Kochi,"15,000",Semi-Furnished,2,Bachelors/Family,2 out of 3,Immediately,
Studio Apartment for Rent in Infopark Campus Kochi,"7,000",Semi-Furnished,1,Bachelors/Family,1 out of 2,Immediately,
2 BHK House for Rent in Thevara Kochi,"15,000",Unfurnished,2,Bachelors/Family,1 out of 2,Immediately,
3 BHK Builder Floor for Rent in Kaloor Kochi,"17,000",Semi-Furnished,2,Bachelors/Family,1 out of 4,Immediately,
2 BHK House for Rent in Chalikkavattom Kochi,"9,000",Unfurnished,2,Bachelors/Family,Ground out of 1,Immediately,
2 BHK House for Rent in Thoppumpady Kochi,"17,000",Furnished,2,Family,,Immediately,1000 sqft
2 BHK House for Rent in Kangarappady Kochi,"7,250",Unfurnished,1,Bachelors,Ground out of 2,Immediately,802 sqft
"3 BHK Apartment for Rent in DD Diamond Valley, Kakkanad Kochi","39,600",Unfurnished,3,Bachelors,8 out of 15,Immediately,
2 BHK House for Rent in Kaloor Kochi,"17,500",Unfurnished,2,Family,,Immediately,
"3 BHK Apartment for Rent in Mather Apartment, Kakkanad Kochi","37,000",Furnished,4,Bachelors,14 out of 23,Immediately,2050 sqft
"2 BHK Apartment for Rent in Tulsi Nest, Edappally Kochi","28,000",Furnished,2,Bachelors,3 out of 10,Immediately,900 sqft
3 BHK Apartment for Rent in SRM Road Kochi,"14,000",Semi-Furnished,3,Family,Ground out of 3,Immediately,1000 sqft
2 BHK House for Rent in Edappally Kochi,"25,000",Semi-Furnished,2,Bachelors,1 out of 2,Immediately,700 sqft
3 BHK House for Rent in Vyttila Kochi,"28,000",Furnished,3,Bachelors/Family,1 out of 2,Immediately,
1 BHK House for Rent in Kakkanad Kochi,"5,000",Furnished,2,Bachelors/Family,,Immediately,
"3 BHK Apartment for Rent in Puravankra Moonreach, Kakkanad Kochi","32,000",Semi-Furnished,4,Bachelors/Family,6 out of 20,Immediately,
2 BHK House for Rent in Edappally Kochi,"28,000",Furnished,2,Bachelors/Family,,Immediately,
2 BHK Villa for Rent in Thoppumpady Kochi,"14,850",Semi-Furnished,2,Bachelors/Family,,Immediately,1000 sqft
3 BHK House for Rent in Chalikkavattom Kochi,"28,000",Unfurnished,3,Bachelors,1 out of 1,Immediately,1700 sqft
1 BHK Apartment for Rent in Mundamveli Kochi,"7,500",Semi-Furnished,1,Bachelors,1 out of 2,Immediately,
"3 BHK Villa for Rent in Green Casa, Kakkanad Kochi","30,000",Semi-Furnished,4,Bachelors/Family,,Immediately,
2 BHK Apartment for Rent in Kochi,"27,000",Unfurnished,2,Bachelors/Family,7 out of 12,Immediately,1200 sqft
"3 BHK Apartment for Rent in Olive Courtyard, Kakkanad Kochi","35,000",Furnished,3,Bachelors/Family,10 out of 14,Immediately,1500 sqft
"3 BHK Apartment for Rent in Confident Pride, Edappally Kochi","32,000",Semi-Furnished,3,Bachelors/Family,9 out of 19,Immediately,
1 BHK Apartment for Rent in Edappally Kochi,"12,000",Unfurnished,1,Bachelors/Family,2 out of 2,Immediately,
"4 BHK Villa for Rent in Olive Courtyard, Kakkanad Kochi","40,000",Semi-Furnished,5,Family,,Immediately,
Studio Apartment for Rent in Gandhinagar Kochi,"5,500",Furnished,1,Bachelors/Family,2 out of 3,Immediately,200 sqft
"3 BHK Apartment for Rent in Puravankara Purva Eternity, Thrikkakara Kochi","35,000",Furnished,3,Bachelors/Family,14 out of 20,Immediately,
"2 BHK Apartment for Rent in ABAD Bluechip, Kakkanad Kochi","25,000",Furnished,2,Family,,Immediately,1100 sqft
"3 BHK Apartment for Rent in Veegaland Bliss, Thrippunithura Kochi","25,000",Semi-Furnished,2,Bachelors,5 out of 13,Immediately,900 sqft
"2 BHK Apartment for Rent in KB Apartments, Kadavanthra Kochi","18,000",Unfurnished,2,Bachelors,5 out of 6,Immediately,800 sqft
2 BHK House for Rent in Maradu Kochi,"25,000",Furnished,2,Bachelors/Family,Ground out of 1,Immediately,725 sqft
"3 BHK Apartment for Rent in Sowparnika Atrium, Edappally Kochi","35,000",Furnished,2,Bachelors/Family,2 out of 10,Immediately,1102 sqft
3 BHK Villa for Rent in Kakkanad Kochi,"28,000",Furnished,3,Bachelors,,From Apr '25,1800 sqft
2 BHK House for Rent in Palarivattom Kochi,"4,000",Unfurnished,2,Bachelors/Family,2 out of 1,Immediately,1300 sqft
1 BHK House for Rent in Pachalam Kochi,"9,000",Unfurnished,1,Bachelors/Family,1 out of 2,Immediately,
2 BHK House for Rent in Maradu Kochi,"5,000",Semi-Furnished,2,Bachelors/Family,,Immediately,
